date,store_id,store_name,region,product_id,product_name,category,sales,price,promotion,discount_pct,unit_cost,current_stock
2025-01-08,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,25,29,0,0,9,800
2025-01-08,S002,Mall Express,South,P001,Classic Sneakers,Footwear,15,79,0,0,34,620
2025-01-08,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-08,S002,Mall Express,South,P003,Urban Backpack,Accessories,26,49,0,0,18,350
2025-01-08,S002,Mall Express,South,P004,Performance Tee,Apparel,29,29,0,0,9,800
2025-01-08,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,17,79,0,0,34,620
2025-01-08,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,17,59,0,0,22,480
2025-01-08,S003,Riverside Market,West,P003,Urban Backpack,Accessories,27,49,0,0,18,350
2025-01-08,S003,Riverside Market,West,P004,Performance Tee,Apparel,30,29,0,0,9,800
2025-01-09,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,16,79,0,0,34,620
2025-01-09,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,16,59,0,0,22,480
2025-01-09,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,26,49,0,0,18,350
2025-01-09,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,24,29,0,0,9,800
2025-01-09,S002,Mall Express,South,P001,Classic Sneakers,Footwear,19,79,0,0,34,620
2025-01-09,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-09,S002,Mall Express,South,P003,Urban Backpack,Accessories,21,49,0,0,18,350
2025-01-09,S002,Mall Express,South,P004,Performance Tee,Apparel,23,29,0,0,9,800
2025-01-09,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,16,79,0,0,34,620
2025-01-09,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,25,59,0,0,22,480
2025-01-09,S003,Riverside Market,West,P003,Urban Backpack,Accessories,27,49,0,0,18,350
2025-01-09,S003,Riverside Market,West,P004,Performance Tee,Apparel,31,29,0,0,9,800
2025-01-10,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,5,79,0,0,34,620
2025-01-10,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-10,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,22,49,0,0,18,350
2025-01-10,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,23,29,0,0,9,800
2025-01-10,S002,Mall Express,South,P001,Classic Sneakers,Footwear,13,79,0,0,34,620
2025-01-10,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-10,S002,Mall Express,South,P003,Urban Backpack,Accessories,28,49,0,0,18,350
2025-01-10,S002,Mall Express,South,P004,Performance Tee,Apparel,24,29,0,0,9,800
2025-01-10,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,15,79,0,0,34,620
2025-01-10,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,25,59,0,0,22,480
2025-01-10,S003,Riverside Market,West,P003,Urban Backpack,Accessories,23,49,0,0,18,350
2025-01-10,S003,Riverside Market,West,P004,Performance Tee,Apparel,28,29,0,0,9,800
2025-01-11,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,16,79,0,0,34,620
2025-01-11,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,17,59,0,0,22,480
2025-01-11,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,27,49,0,0,18,350
2025-01-11,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,28,29,0,0,9,800
2025-01-11,S002,Mall Express,South,P001,Classic Sneakers,Footwear,21,79,0,0,34,620
2025-01-11,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,23,59,0,0,22,480
2025-01-11,S002,Mall Express,South,P003,Urban Backpack,Accessories,35,49,0,0,18,350
2025-01-11,S002,Mall Express,South,P004,Performance Tee,Apparel,35,29,0,0,9,800
2025-01-11,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,25,79,0,0,34,620
2025-01-11,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,22,59,0,0,22,480
2025-01-11,S003,Riverside Market,West,P003,Urban Backpack,Accessories,31,49,0,0,18,350
2025-01-11,S003,Riverside Market,West,P004,Performance Tee,Apparel,37,29,0,0,9,800
2025-01-12,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,21,79,0,0,34,620
2025-01-12,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,16,59,0,0,22,480
2025-01-12,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,29,49,0,0,18,350
2025-01-12,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,33,29,0,0,9,800
2025-01-12,S002,Mall Express,South,P001,Classic Sneakers,Footwear,23,79,0,0,34,620
2025-01-12,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,26,59,0,0,22,480
2025-01-12,S002,Mall Express,South,P003,Urban Backpack,Accessories,29,49,0,0,18,350
2025-01-12,S002,Mall Express,South,P004,Performance Tee,Apparel,32,29,0,0,9,800
2025-01-12,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,17,79,0,0,34,620
2025-01-12,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,27,59,0,0,22,480
2025-01-12,S003,Riverside Market,West,P003,Urban Backpack,Accessories,31,49,0,0,18,350
2025-01-12,S003,Riverside Market,West,P004,Performance Tee,Apparel,43,29,0,0,9,800
2025-01-13,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,11,79,0,0,34,620
2025-01-13,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,18,59,0,0,22,480
2025-01-13,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,16,49,0,0,18,350
2025-01-13,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,24,29,0,0,9,800
2025-01-13,S002,Mall Express,South,P001,Classic Sneakers,Footwear,15,79,0,0,34,620
2025-01-13,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,21,59,0,0,22,480
2025-01-13,S002,Mall Express,South,P003,Urban Backpack,Accessories,27,49,0,0,18,350
2025-01-13,S002,Mall Express,South,P004,Performance Tee,Apparel,27,29,0,0,9,800
2025-01-13,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,13,79,0,0,34,620
2025-01-13,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,22,59,0,0,22,480
2025-01-13,S003,Riverside Market,West,P003,Urban Backpack,Accessories,27,49,0,0,18,350
2025-01-13,S003,Riverside Market,West,P004,Performance Tee,Apparel,31,29,0,0,9,800
2025-01-14,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,10,79,0,0,34,620
2025-01-14,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,20,59,0,0,22,480
2025-01-14,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,21,49,0,0,18,350
2025-01-14,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,27,29,0,0,9,800
2025-01-14,S002,Mall Express,South,P001,Classic Sneakers,Footwear,19,79,0,0,34,620
2025-01-14,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,21,59,0,0,22,480
2025-01-14,S002,Mall Express,South,P003,Urban Backpack,Accessories,24,49,0,0,18,350
2025-01-14,S002,Mall Express,South,P004,Performance Tee,Apparel,34,29,0,0,9,800
2025-01-14,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,18,79,0,0,34,620
2025-01-14,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,20,59,0,0,22,480
2025-01-14,S003,Riverside Market,West,P003,Urban Backpack,Accessories,26,49,0,0,18,350
2025-01-14,S003,Riverside Market,West,P004,Performance Tee,Apparel,34,29,0,0,9,800
2025-01-15,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,13,79,0,0,34,620
2025-01-15,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,18,59,0,0,22,480
2025-01-15,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,25,49,0,0,18,350
2025-01-15,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,24,29,0,0,9,800
2025-01-15,S002,Mall Express,South,P001,Classic Sneakers,Footwear,10,79,0,0,34,620
2025-01-15,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,20,59,0,0,22,480
2025-01-15,S002,Mall Express,South,P003,Urban Backpack,Accessories,24,49,0,0,18,350
2025-01-15,S002,Mall Express,South,P004,Performance Tee,Apparel,26,29,0,0,9,800
2025-01-15,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,19,79,0,0,34,620
2025-01-15,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,23,59,0,0,22,480
2025-01-15,S003,Riverside Market,West,P003,Urban Backpack,Accessories,22,49,0,0,18,350
2025-01-15,S003,Riverside Market,West,P004,Performance Tee,Apparel,31,29,0,0,9,800
2025-01-16,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,12,79,0,0,34,620
2025-01-16,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,12,59,0,0,22,480
2025-01-16,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,22,49,0,0,18,350
2025-01-16,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,25,29,0,0,9,800
2025-01-16,S002,Mall Express,South,P001,Classic Sneakers,Footwear,13,79,0,0,34,620
2025-01-16,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,21,59,0,0,22,480
2025-01-16,S002,Mall Express,South,P003,Urban Backpack,Accessories,25,49,0,0,18,350
2025-01-16,S002,Mall Express,South,P004,Performance Tee,Apparel,26,29,0,0,9,800
2025-01-16,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,18,79,0,0,34,620
2025-01-16,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,24,59,0,0,22,480
2025-01-16,S003,Riverside Market,West,P003,Urban Backpack,Accessories,23,49,0,0,18,350
2025-01-16,S003,Riverside Market,West,P004,Performance Tee,Apparel,31,29,0,0,9,800
2025-01-17,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,13,79,0,0,34,620
2025-01-17,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,24,59,0,0,22,480
2025-01-17,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,16,49,0,0,18,350
2025-01-17,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,28,29,0,0,9,800
2025-01-17,S002,Mall Express,South,P001,Classic Sneakers,Footwear,14,79,0,0,34,620
2025-01-17,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-17,S002,Mall Express,South,P003,Urban Backpack,Accessories,29,49,0,0,18,350
2025-01-17,S002,Mall Express,South,P004,Performance Tee,Apparel,28,29,0,0,9,800
2025-01-17,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,24,79,0,0,34,620
2025-01-17,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,20,59,0,0,22,480
2025-01-17,S003,Riverside Market,West,P003,Urban Backpack,Accessories,26,49,0,0,18,350
2025-01-17,S003,Riverside Market,West,P004,Performance Tee,Apparel,28,29,0,0,9,800
2025-01-18,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,14,79,0,0,34,620
2025-01-18,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,21,59,0,0,22,480
2025-01-18,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,26,49,0,0,18,350
2025-01-18,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,33,29,0,0,9,800
2025-01-18,S002,Mall Express,South,P001,Classic Sneakers,Footwear,12,79,0,0,34,620
2025-01-18,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,30,59,0,0,22,480
2025-01-18,S002,Mall Express,South,P003,Urban Backpack,Accessories,29,49,0,0,18,350
2025-01-18,S002,Mall Express,South,P004,Performance Tee,Apparel,40,29,0,0,9,800
2025-01-18,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,18,79,0,0,34,620
2025-01-18,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,27,59,0,0,22,480
2025-01-18,S003,Riverside Market,West,P003,Urban Backpack,Accessories,41,49,0,0,18,350
2025-01-18,S003,Riverside Market,West,P004,Performance Tee,Apparel,35,29,0,0,9,800
2025-01-19,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,12,79,0,0,34,620
2025-01-19,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,20,59,0,0,22,480
2025-01-19,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,28,49,0,0,18,350
2025-01-19,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,34,29,0,0,9,800
2025-01-19,S002,Mall Express,South,P001,Classic Sneakers,Footwear,23,79,0,0,34,620
2025-01-19,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,23,59,0,0,22,480
2025-01-19,S002,Mall Express,South,P003,Urban Backpack,Accessories,25,49,0,0,18,350
2025-01-19,S002,Mall Express,South,P004,Performance Tee,Apparel,33,29,0,0,9,800
2025-01-19,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,25,79,0,0,34,620
2025-01-19,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,28,59,0,0,22,480
2025-01-19,S003,Riverside Market,West,P003,Urban Backpack,Accessories,26,49,0,0,18,350
2025-01-19,S003,Riverside Market,West,P004,Performance Tee,Apparel,37,29,0,0,9,800
2025-01-20,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,17,79,0,0,34,620
2025-01-20,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,24,59,0,0,22,480
2025-01-20,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,23,49,0,0,18,350
2025-01-20,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,27,29,0,0,9,800
2025-01-20,S002,Mall Express,South,P001,Classic Sneakers,Footwear,11,79,0,0,34,620
2025-01-20,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,17,59,0,0,22,480
2025-01-20,S002,Mall Express,South,P003,Urban Backpack,Accessories,24,49,0,0,18,350
2025-01-20,S002,Mall Express,South,P004,Performance Tee,Apparel,29,29,0,0,9,800
2025-01-20,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,19,79,0,0,34,620
2025-01-20,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,20,59,0,0,22,480
2025-01-20,S003,Riverside Market,West,P003,Urban Backpack,Accessories,22,49,0,0,18,350
2025-01-20,S003,Riverside Market,West,P004,Performance Tee,Apparel,28,29,0,0,9,800
2025-01-21,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,9,79,0,0,34,620
2025-01-21,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-21,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,15,49,0,0,18,350
2025-01-21,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,25,29,0,0,9,800
2025-01-21,S002,Mall Express,South,P001,Classic Sneakers,Footwear,16,79,0,0,34,620
2025-01-21,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,24,59,0,0,22,480
2025-01-21,S002,Mall Express,South,P003,Urban Backpack,Accessories,24,49,0,0,18,350
2025-01-21,S002,Mall Express,South,P004,Performance Tee,Apparel,31,29,0,0,9,800
2025-01-21,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,16,79,0,0,34,620
2025-01-21,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-21,S003,Riverside Market,West,P003,Urban Backpack,Accessories,24,49,0,0,18,350
2025-01-21,S003,Riverside Market,West,P004,Performance Tee,Apparel,35,29,0,0,9,800
2025-01-22,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,16,79,0,0,34,620
2025-01-22,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-22,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,32,49,0,0,18,350
2025-01-22,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,26,29,0,0,9,800
2025-01-22,S002,Mall Express,South,P001,Classic Sneakers,Footwear,17,79,0,0,34,620
2025-01-22,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,20,59,0,0,22,480
2025-01-22,S002,Mall Express,South,P003,Urban Backpack,Accessories,23,49,0,0,18,350
2025-01-22,S002,Mall Express,South,P004,Performance Tee,Apparel,35,29,0,0,9,800
2025-01-22,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,22,79,0,0,34,620
2025-01-22,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,17,59,0,0,22,480
2025-01-22,S003,Riverside Market,West,P003,Urban Backpack,Accessories,25,49,0,0,18,350
2025-01-22,S003,Riverside Market,West,P004,Performance Tee,Apparel,31,29,0,0,9,800
2025-01-23,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,15,79,0,0,34,620
2025-01-23,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,13,59,0,0,22,480
2025-01-23,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,15,49,0,0,18,350
2025-01-23,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,20,29,0,0,9,800
2025-01-23,S002,Mall Express,South,P001,Classic Sneakers,Footwear,15,79,0,0,34,620
2025-01-23,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,19,59,0,0,22,480
2025-01-23,S002,Mall Express,South,P003,Urban Backpack,Accessories,25,49,0,0,18,350
2025-01-23,S002,Mall Express,South,P004,Performance Tee,Apparel,26,29,0,0,9,800
2025-01-23,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,14,79,0,0,34,620
2025-01-23,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,16,59,0,0,22,480
2025-01-23,S003,Riverside Market,West,P003,Urban Backpack,Accessories,27,49,0,0,18,350
2025-01-23,S003,Riverside Market,West,P004,Performance Tee,Apparel,31,29,0,0,9,800
2025-01-24,S001,Downtown Flagship,North,P001,Classic Sneakers,Footwear,16,79,0,0,34,620
2025-01-24,S001,Downtown Flagship,North,P002,Everyday Hoodie,Apparel,20,59,0,0,22,480
2025-01-24,S001,Downtown Flagship,North,P003,Urban Backpack,Accessories,21,49,0,0,18,350
2025-01-24,S001,Downtown Flagship,North,P004,Performance Tee,Apparel,30,29,0,0,9,800
2025-01-24,S002,Mall Express,South,P001,Classic Sneakers,Footwear,15,79,0,0,34,620
2025-01-24,S002,Mall Express,South,P002,Everyday Hoodie,Apparel,18,59,0,0,22,480
2025-01-24,S002,Mall Express,South,P003,Urban Backpack,Accessories,22,49,0,0,18,350
2025-01-24,S002,Mall Express,South,P004,Performance Tee,Apparel,26,29,0,0,9,800
2025-01-24,S003,Riverside Market,West,P001,Classic Sneakers,Footwear,11,79,0,0,34,620
2025-01-24,S003,Riverside Market,West,P002,Everyday Hoodie,Apparel,22,59,0,0,22,480
2025-01-24,S003,Riverside Market,West,P003,Urban Backpack,Accessories,27,49,0,0,18,350
2025-01-24,S003,Riverside Market,West,P004,Performance Tee,Apparel,29,29,0,0,9,800
